folder	url	phish	prediction	siamese_conf	vt_result	dynamic	runtime (layout detector|siamese|crp classifier|login finder total|login finder process)	total_runtime
alijol.com	http://alijol.com	0	None	None	None	False	1.4962456226348877|0.19249844551086426|0|0|0	1.702516794204712
officeally.com	https://officeally.com	0	None	None	None	False	1.5113675594329834|0.19414901733398438|0|0|0	1.7187554836273193
petlog.org.uk	https://petlog.org.uk	0	None	None	None	False	0.05989193916320801|0.1895122528076172|0|0|0	0.2599761486053467
hct.com.tw	https://hct.com.tw	0	None	None	None	False	1.5014612674713135|0.19748830795288086|0|0|0	1.7138984203338623
startdl.ir	http://startdl.ir	0	None	None	None	False	0.1958003044128418|0.0003058910369873047|0|0|0	0.30945730209350586
trca.ca	https://www.trca.ca	0	None	None	None	False	1.520400047302246|0.26842641830444336|0|0|0	1.8621690273284912
digitalvtech.com	https://digitalvtech.com	0	None	None	None	False	1.5017035007476807|0.24892210960388184|0|0|0	1.8121066093444824
redletterdays.co.uk	https://www.redletterdays.co.uk	0	None	None	None	False	2.8229451179504395|0.20397019386291504|0|0|0	3.0480151176452637
kino-mir.ru	https://www.kino-mir.ru	0	None	None	None	False	0.06764721870422363|0.20244193077087402|0|0|0	0.2896292209625244
rockanutrition.de	http://rockanutrition.de	0	None	None	None	False	3.053231716156006|0.20174217224121094|0|0|0	3.2771973609924316
wpshopmart.com	https://wpshopmart.com	0	None	None	None	False	1.4988963603973389|0.2116541862487793|0|0|0	1.738429307937622
player.it	https://player.it	0	None	None	None	False	1.1157336235046387|0.29829931259155273|0|0|0	1.5106384754180908
valueforest.co.za	https://valueforest.co.za	0	None	None	None	False	0.0682685375213623|0.21226978302001953|0|0|0	0.29834890365600586
munowatch.com	https://munowatch.com	0	None	None	None	False	2.8004748821258545|0.21679401397705078|0|0|0	3.046347141265869
mdforum.ru	https://mdforum.ru	0	None	None	None	False	0.13617277145385742|0.00027179718017578125|0|0|0	0.21099281311035156
dnevnik.ru	https://dnevnik.ru	0	None	None	None	False	2.8071231842041016|0.1975727081298828|0|0|0	3.025888204574585
draperinc.com	https://wwwdraperinc.com	0	None	None	None	False	0.05742621421813965|0.0002486705780029297|0|0|0	0.0668947696685791
arabianchicks.com	https://wwwarabianchicks.com	0	None	None	None	False	2.8180341720581055|0.19852280616760254|0|0|0	3.0337400436401367
gowiseproducts.com	https://gowiseproducts.com	0	None	None	None	False	0.058455467224121094|0.19555997848510742|0|0|0	0.2702910900115967
animatedjobs.com	https://animatedjobs.com	0	None	None	None	False	1.5002036094665527|0.0003008842468261719|0|0|0	1.5301766395568848
infermeravirtual.com	https://infermeravirtual.com	0	None	None	None	False	1.5417108535766602|0.22389698028564453|0|0|0	1.8031716346740723
rainhadoaz.com.br	https://www.rainhadoaz.com.br	0	None	None	None	False	2.780470371246338|0.0003046989440917969|0|0|0	2.802590847015381
wacotrib.com	https://wacotrib.com	0	None	None	None	False	0.058777570724487305|0.19590091705322266|0|0|0	0.2633190155029297
friendseek.com	https://friendseek.com	0	None	None	None	False	0.0658271312713623|0.00026226043701171875|0|0|0	0.08533048629760742
lockerfox.com	http://lockerfox.com	0	None	None	None	False	2.8029236793518066|0.20369338989257812|0|0|0	3.02915358543396
chto-posmotret.online	https://chto-posmotret.online	0	None	None	None	False	0.08758807182312012|0.2166295051574707|0|0|0	0.33521509170532227
atilim.edu.tr	https://atilim.edu.tr	0	None	None	None	False	0.060604095458984375|0.19110798835754395|0|0|0	0.2632458209991455
hao589.com	https://www.hao589.com	0	None	None	None	False	0.07190942764282227|0.20319080352783203|0|0|0	0.29819703102111816
realitydudes.com	http://realitydudes.com	0	None	None	None	False	0.05741238594055176|0.1846470832824707|0|0|0	0.2510828971862793
beforward.jp	https://wwwbeforward.jp	0	None	None	None	False	0.05787944793701172|0.18709802627563477|0|0|0	0.2547268867492676
fluxes.com	https://fluxes.com	0	None	None	None	False	0.05762982368469238|0.18559622764587402|0|0|0	0.2524852752685547
planetf1.com	https://planetf1.com	0	None	None	None	False	0.11692500114440918|0.0002627372741699219|0|0|0	0.17442941665649414
skillsusa.org	https://skillsusa.org	0	None	None	None	False	1.5149734020233154|0.19621872901916504|0|0|0	1.723681926727295
calamp.com	https://calamp.com	0	None	None	None	False	0.10091638565063477|0.2279222011566162|0|0|0	0.36704063415527344
discoverlosangeles.com	http://discoverlosangeles.com	0	None	None	None	False	1.5093142986297607|0.21013998985290527|0|0|0	1.747218132019043
drtuberonline.com	https://drtuberonline.com	0	None	None	None	False	0.05851626396179199|0.18662595748901367|0|0|0	0.2547950744628906
savings.com	https://savings.com	0	None	None	None	False	2.8000717163085938|0.2000267505645752|0|0|0	3.0177321434020996
rnibbookshare.org	https://rnibbookshare.org	0	None	None	None	False	0.05742788314819336|0.2153642177581787|0|0|0	0.28218960762023926
alverde.net	https://alverde.net	0	None	None	None	False	1.1398615837097168|0.3466529846191406|0|0|0	1.6094133853912354
vaultpress.com	https://vaultpress.com	0	None	None	None	False	0.059928178787231445|0.18652844429016113|0|0|0	0.25655198097229004
getjobber.com	https://getjobber.com	0	None	None	None	False	0.05829644203186035|0.18687105178833008|0|0|0	0.25513505935668945
europages.co.uk	https://europages.co.uk	0	None	None	None	False	3.0432510375976562|0.19694924354553223|0|0|0	3.2565689086914062
portuguesaletra.com	https://portuguesaletra.com	0	None	None	None	False	0.0661165714263916|0.19778895378112793|0|0|0	0.2840540409088135
wvnet.edu	https://wvnet.edu	0	None	None	None	False	1.5169270038604736|0.2111034393310547|0|0|0	1.762542724609375
landerapp.com	http://landerapp.com	0	None	None	None	False	0.06584668159484863|0.2039930820465088|0|0|0	0.2870035171508789
art-oboi.com.ua	https://art-oboi.com.ua	0	None	None	None	False	1.9242877960205078|0.0003871917724609375|0|0|0	3.2348384857177734
dlandroid.com	https://dlandroid.com	0	None	None	None	False	0.11894059181213379|0.22123146057128906|0|0|0	0.376279354095459
kapitalof.com	https://kapitalof.com	0	None	None	None	False	0.06329059600830078|0.19713449478149414|0|0|0	0.2792983055114746
qrzcq.com	https://qrzcq.com	0	None	None	None	False	1.5371448993682861|0.0004210472106933594|0|0|0	1.5706977844238281
hiddenbrains.com	https://hiddenbrains.com	0	None	None	None	False	1.1360440254211426|0.0003070831298828125|0|0|0	1.2463529109954834
travelodge.co.uk	https://travelodge.co.uk	0	None	None	None	False	3.5823769569396973|0.20288944244384766|0|0|0	3.8097188472747803
gidonline.io	https://gidonline.io	0	None	None	None	False	1.489424705505371|0.196030855178833|0|0|0	1.7029838562011719
mylife.com	https://mylife.com	0	None	None	None	False	0.057677507400512695|0.18952703475952148|0|0|0	0.2621486186981201
randa.org	http://randa.org	0	None	None	None	False	0.11496186256408691|0.24559307098388672|0|0|0	0.4157443046569824
gratissoftwaresite.nl	https://gratissoftwaresite.nl	0	None	None	None	False	0.09445786476135254|0.21243906021118164|0|0|0	0.3395712375640869
neko-jirushi.com	https://wwwneko-jirushi.com	0	None	None	None	False	1.4869704246520996|0.19585156440734863|0|0|0	1.7011494636535645
jeopardy.com	https://jeopardy.com	0	None	None	None	False	0.1709434986114502|0.3462362289428711|0|0|0	0.6213474273681641
u.to	https://u.to	0	None	None	None	False	0.05736351013183594|0.1803123950958252|0|0|0	0.2465953826904297
highend3d.com	https://highend3d.com	0	None	None	None	False	0.06648135185241699|0.1968240737915039|0|0|0	0.2848672866821289
nyt.com	https://www.nyt.com	0	None	None	None	False	0.05818796157836914|0.0002779960632324219|0|0|0	0.06787633895874023
tlscontact.cn	https://wwwtlscontact.cn	0	None	None	None	False	0.05762672424316406|0.18356847763061523|0|0|0	0.25072288513183594
lfp.dz	https://www.lfp.dz	0	None	None	None	False	2.8160157203674316|0.2035510540008545|0|0|0	3.040022134780884
innovations.com.au	https://www.innovations.com.au	0	None	None	None	False	0.062192678451538086|0.1879894733428955|0|0|0	0.2630269527435303
hot-odds.com	https://hot-odds.com	0	None	None	None	False	0.062133073806762695|0.19447922706604004|0|0|0	0.27088356018066406
clarks.es	http://clarks.es	0	None	None	None	False	0.06596922874450684|0.1946561336517334|0|0|0	0.281033992767334
etrade.com	http://etrade.com	0	None	None	None	False	0.08074021339416504|0.08984255790710449|0|0|0	0.19530224800109863
socialdeal.nl	http://socialdeal.nl	0	None	None	None	False	0.20705699920654297|0.00034165382385253906|0|0|0	0.3389706611633301
uvic.ca	http://uvic.ca	0	None	None	None	False	0.059809207916259766|0.19113492965698242|0|0|0	0.26690006256103516
cfin.ru	https://cfin.ru	0	None	None	None	False	0.09707880020141602|0.0003037452697753906|0|0|0	0.13129305839538574
motors.co.uk	https://motors.co.uk	0	None	None	None	False	1.5291781425476074|0.22614002227783203|0|0|0	1.7969460487365723
wootric.com	http://wootric.com	0	None	None	None	False	0.05824732780456543|0.00027942657470703125|0|0|0	0.06800317764282227
arclip.net	http://arclip.net	0	None	None	None	False	0.05748629570007324|0.1815781593322754|0|0|0	0.2487492561340332
theslicebox.com	https://theslicebox.com	0	None	None	None	False	0.06110048294067383|0.0002808570861816406|0|0|0	0.0738520622253418
ahgz.de	https://wwwahgz.de	0	None	None	None	False	1.5257453918457031|0.0003333091735839844|0|0|0	1.607713222503662
thekwork.com	https://thekwork.com	0	None	None	None	False	1.630561351776123|0.00037598609924316406|0|0|0	1.7729527950286865
freewayinsurance.com	https://www.freewayinsurance.com	0	None	None	None	False	0.06844949722290039|0.19810032844543457|0|0|0	0.28978705406188965
select-statistics.co.uk	https://select-statistics.co.uk	0	None	None	None	False	0.10464191436767578|0.22835564613342285|0|0|0	0.37528467178344727
kupivsp.ru	https://kupivsp.ru	0	None	None	None	False	0.05977964401245117|0.2091984748840332|0|0|0	0.28250861167907715
turbulenceforecast.com	https://turbulenceforecast.com	0	None	None	None	False	0.05880999565124512|0.18781590461730957|0|0|0	0.2590482234954834
support-desk.ru	https://support-desk.ru	0	None	None	None	False	0.06052994728088379|0.18771910667419434|0|0|0	0.2616300582885742
crowe.com	https://crowe.com	0	None	None	None	False	0.07303857803344727|0.2048354148864746|0|0|0	0.30290913581848145
myfridgefood.com	https://myfridgefood.com	0	None	None	None	False	0.06084179878234863|0.1834268569946289|0|0|0	0.25464606285095215
stripcamfun.com	https://stripcamfun.com	0	None	None	None	False	1.5187458992004395|0.1927332878112793|0|0|0	1.7263507843017578
edrawingsviewer.com	https://edrawingsviewer.com	0	None	None	None	False	0.07109212875366211|0.20510149002075195|0|0|0	0.2996668815612793
yougarden.com	https://yougarden.com	0	None	None	None	False	0.13166570663452148|0.262664794921875|0|0|0	0.45946645736694336
hockey-reference.com	https://hockey-reference.com	0	None	None	None	False	0.10912203788757324|0.25035524368286133|0|0|0	0.4110743999481201
vwthemes.net	https://www.vwthemes.net	0	None	None	None	False	1.1200494766235352|0.28897738456726074|0|0|0	1.4993865489959717
iciparisxl.nl	http://iciparisxl.nl	0	None	None	None	False	2.848999500274658|0.00032806396484375|0|0|0	2.870764970779419
armslist.com	https://wwwarmslist.com	0	None	None	None	False	0.05967140197753906|0.19171762466430664|0|0|0	0.26436734199523926
pokemonlegends.com	http://pokemonlegends.com	0	None	None	None	False	1.5123827457427979|0.2799248695373535|0|0|0	1.8480260372161865
dateas.com	https://dateas.com	0	None	None	None	False	0.06380009651184082|0.1879723072052002|0|0|0	0.26256632804870605
batc.org.uk	https://batc.org.uk	0	None	None	None	False	0.06036067008972168|0.18509840965270996|0|0|0	0.2562289237976074
campussuite.com	https://campussuite.com	0	None	None	None	False	0.0613560676574707|0.000293731689453125|0|0|0	0.07595539093017578
rollworks.com	https://rollworks.com	0	None	None	None	False	0.05745506286621094|0.18203186988830566|0|0|0	0.2484302520751953
radioworld.co.uk	https://www.radioworld.co.uk	0	None	None	None	False	0.07680344581604004|0.20289850234985352|0|0|0	0.3047473430633545
leafstudios.in	https://leafstudios.in	0	None	None	None	False	1.4986648559570312|0.19714617729187012|0|0|0	1.7208645343780518
keramoteka.ru	https://keramoteka.ru	0	None	None	None	False	0.1909487247467041|0.0003190040588378906|0|0|0	0.30593085289001465
macal.cl	https://www.macal.cl	0	None	None	None	False	0.059204816818237305|0.19965815544128418|0|0|0	0.2750401496887207
bellatory.com	https://bellatory.com	0	None	None	None	False	0.06538128852844238|0.19028544425964355|0|0|0	0.27199554443359375
oup.com.pk	https://www.oup.com.pk	0	None	None	None	False	0.06553983688354492|0.20103073120117188|0|0|0	0.2891366481781006
distiller.com	https://distiller.com	0	None	None	None	False	0.05838441848754883|0.18844223022460938|0|0|0	0.2619025707244873
isi-ska.ac.id	https://www.isi-ska.ac.id	0	None	None	None	False	0.0642549991607666|0.19312477111816406|0|0|0	0.27179646492004395
touringclub.it	https://touringclub.it	0	None	None	None	False	0.11851119995117188|0.24817943572998047|0|0|0	0.42301392555236816
zwiadowcahistorii.pl	https://zwiadowcahistorii.pl	0	None	None	None	False	0.1756877899169922|0.2920238971710205|0|0|0	0.5612430572509766
cube.eu	https://cube.eu	0	None	None	None	False	0.06104922294616699|0.18587112426757812|0|0|0	0.2598111629486084
panamaemprende.gob.pa	https://panamaemprende.gob.pa	0	None	None	None	False	0.05936694145202637|0.18270087242126465|0|0|0	0.2515833377838135
lemondeinformatique.fr	https://lemondeinformatique.fr	0	None	None	None	False	0.11788415908813477|0.24336719512939453|0|0|0	0.4155097007751465
youlang.ru	https://youlang.ru	0	None	None	None	False	0.06602787971496582|0.1934823989868164|0|0|0	0.2731618881225586
euractiv.ro	http://euractiv.ro	0	None	None	None	False	0.0767817497253418|0.20523571968078613|0|0|0	0.3074917793273926
reckeweg-india.com	http://reckeweg-india.com	0	None	None	None	False	0.06931567192077637|0.00026607513427734375|0|0|0	0.09164595603942871
powr.com	https://powr.com	0	None	None	None	False	0.06581854820251465|0.19556641578674316|0|0|0	0.27678465843200684
swsg.co	https://www.swsg.co	0	None	None	None	False	1.55556321144104|0.20486664772033691|0|0|0	1.7904527187347412
inspectorade.com	https://inspectorade.com	0	None	None	None	False	0.057253122329711914|0.18238425254821777|0|0|0	0.24866175651550293
aeroprecisionusa.com	http://aeroprecisionusa.com	0	None	None	None	False	0.06020164489746094|0.196976900100708|0|0|0	0.27585339546203613
hotornot.com	https://hotornot.com	0	None	None	None	False	0.057682037353515625|0.1833631992340088|0|0|0	0.25068163871765137
viagogo.jp	https://viagogo.jp	0	None	None	None	False	0.06315040588378906|0.2317945957183838|0|0|0	0.313922643661499
chileatiende.gob.cl	https://chileatiende.gob.cl	0	None	None	None	False	0.10537934303283691|0.2252190113067627|0|0|0	0.3773980140686035
kvartira-bez-agenta.ru	https://wwwkvartira-bez-agenta.ru	0	None	None	None	False	0.057118892669677734|0.18190717697143555|0|0|0	0.2480313777923584
refresher.sk	https://refresher.sk	0	None	None	None	False	0.05823683738708496|0.0002486705780029297|0|0|0	0.07289290428161621
turkmedia.ru	https://turkmedia.ru	0	None	None	None	False	0.1104121208190918|0.00025582313537597656|0|0|0	0.16025805473327637
incestpornfamily.com	https://incestpornfamily.com	0	None	None	None	False	0.09918689727783203|0.21406292915344238|0|0|0	0.3520803451538086
ktown4u.com	https://wwwktown4u.com	0	None	None	None	False	0.0771641731262207|0.19603252410888672|0|0|0	0.29670262336730957
lloydsonline.com.au	https://wwwlloydsonline.com.au	0	None	None	None	False	0.059388160705566406|0.0002460479736328125|0|0|0	0.07016921043395996
szajbajk.pl	https://szajbajk.pl	0	None	None	None	False	0.06127166748046875|0.19268226623535156|0|0|0	0.26790285110473633
appleone.com	https://appleone.com	0	None	None	None	False	1.5242407321929932|0.19560456275939941|0|0|0	1.7390010356903076
gdeadmissions.gov.za	https://gdeadmissions.gov.za	0	None	None	None	False	1.4800097942352295|0.19227313995361328|0|0|0	1.6873774528503418
mehmano.com	https://mehmano.com	0	None	None	None	False	0.05737733840942383|0.1817464828491211|0|0|0	0.24881839752197266
astrowi.com	https://astrowi.com	0	None	None	None	False	0.11838340759277344|0.2559492588043213|0|0|0	0.43584704399108887
labelleadresse.com	https://labelleadresse.com	0	None	None	None	False	0.12174463272094727|0.2633020877838135|0|0|0	0.4464397430419922
freesound.org	https://freesound.org	0	None	None	None	False	0.05821561813354492|0.18325495719909668|0|0|0	0.25147032737731934
mixed.de	https://mixed.de	0	None	None	None	False	0.14554572105407715|0.28040099143981934|0|0|0	0.5081443786621094
sciencefocus.com	http://sciencefocus.com	0	None	None	None	False	0.05895519256591797|0.18081450462341309|0|0|0	0.24863004684448242
dsmart.com.tr	https://wwwdsmart.com.tr	0	None	None	None	False	0.06005597114562988|0.18624496459960938|0|0|0	0.2568371295928955
desimartini.com	http://desimartini.com	0	None	None	None	False	0.1323106288909912|0.2697145938873291|0|0|0	0.47283005714416504
posylka.de	https://posylka.de	0	None	None	None	False	0.06447386741638184|0.1952366828918457|0|0|0	0.2800261974334717
sneakerstudio.pl	https://sneakerstudio.pl	0	None	None	None	False	1.5534021854400635|0.20032191276550293|0|0|0	1.778496265411377
tfsource.com	https://wwwtfsource.com	0	None	None	None	False	0.12005853652954102|0.24704360961914062|0|0|0	0.4249114990234375
svgbackgrounds.com	https://svgbackgrounds.com	0	None	None	None	False	0.0931546688079834|0.31637096405029297|0|0|0	0.44158458709716797
time.com.my	https://wwwtime.com.my	0	None	None	None	False	0.06499958038330078|0.00027942657470703125|0|0|0	0.07734870910644531
saferpay.com	https://www.saferpay.com	0	None	None	None	False	0.0591888427734375|0.18779873847961426|0|0|0	0.25652098655700684
teamrankings.com	https://teamrankings.com	0	None	None	None	False	0.0631253719329834|0.0002849102020263672|0|0|0	0.08200979232788086
nottingham.edu.my	https://wwwnottingham.edu.my	0	None	None	None	False	0.06050539016723633|0.1965188980102539|0|0|0	0.2752256393432617
parisinfo.com	https://parisinfo.com	0	None	None	None	False	0.18757367134094238|0.00031638145446777344|0|0|0	0.2969934940338135
tuit.uz	https://tuit.uz	0	None	None	None	False	0.05944085121154785|0.18047308921813965|0|0|0	0.2482292652130127
vishay.com	https://vishay.com	0	None	None	None	False	0.05979132652282715|0.18161725997924805|0|0|0	0.2511889934539795
lucianne.com	http://lucianne.com	0	None	None	None	False	0.06412482261657715|0.18783330917358398|0|0|0	0.26416707038879395
deepakchoprameditacion.es	http://deepakchoprameditacion.es	0	None	None	None	False	0.0642540454864502|0.1928718090057373|0|0|0	0.27571821212768555
pertemps.co.uk	http://pertemps.co.uk	0	None	None	None	False	0.08175349235534668|0.2108304500579834|0|0|0	0.3208048343658447
suss.edu.sg	https://wwwsuss.edu.sg	0	None	None	None	False	0.05994892120361328|0.18849682807922363|0|0|0	0.26282167434692383
surveyanalytics.com	https://www.surveyanalytics.com	0	None	None	None	False	0.06127452850341797|0.19966554641723633|0|0|0	0.27866697311401367
ptglab.com	http://ptglab.com	0	None	None	None	False	0.11266207695007324|0.2443840503692627|0|0|0	0.40938830375671387
lustery.com	https://lustery.com	0	None	None	None	False	0.05984926223754883|0.3499140739440918|0|0|0	0.41882824897766113
qatarday.com	https://wwwqatarday.com	0	None	None	None	False	0.12282371520996094|0.2621147632598877|0|0|0	0.44826793670654297
snafu.de	https://snafu.de	0	None	None	None	False	0.06303215026855469|0.19600319862365723|0|0|0	0.2768566608428955
marcusmillichap.com	https://marcusmillichap.com	0	None	None	None	False	1.5615127086639404|0.21451091766357422|0|0|0	1.811945915222168
hot-dinners.com	https://hot-dinners.com	0	None	None	None	False	0.11768746376037598|0.2561917304992676|0|0|0	0.43201732635498047
harran.edu.tr	https://www.harran.edu.tr	0	None	None	None	False	0.05907320976257324|0.18775177001953125|0|0|0	0.25736021995544434
tindie.com	https://tindie.com	0	None	None	None	False	0.12428498268127441|0.26352977752685547|0|0|0	0.4542090892791748
snowpak.com	https://snowpak.com	0	None	None	None	False	1.5351850986480713|0.20620441436767578|0|0|0	1.7714016437530518
zunal.com	https://zunal.com	0	None	None	None	False	0.05775809288024902|0.18074822425842285|0|0|0	0.24765872955322266
isolux.ru	https://isolux.ru	0	None	None	None	False	0.0608515739440918|0.00029921531677246094|0|0|0	0.07238006591796875
linkshare.ne.jp	https://www.linkshare.ne.jp	0	None	None	None	False	0.05781412124633789|0.21123886108398438|0|0|0	0.2789626121520996
trustyou.com	https://www.trustyou.com	0	None	None	None	False	1.460906982421875|0.2104504108428955|0|0|0	1.6975514888763428
varzesh11.com	http://varzesh11.com	0	None	None	None	False	0.09372782707214355|0.21898174285888672|0|0|0	0.3455078601837158
electroluxgroup.com	http://electroluxgroup.com	0	None	None	None	False	0.11462926864624023|0.24540376663208008|0|0|0	0.4165353775024414
perma-bound.com	https://perma-bound.com	0	None	None	None	False	0.05800008773803711|0.18836474418640137|0|0|0	0.2610359191894531
foodfolksandfun.net	https://foodfolksandfun.net	0	None	None	None	False	0.10364317893981934|0.231003999710083|0|0|0	0.3765146732330322
amsmeteors.org	https://amsmeteors.org	0	None	None	None	False	0.05819582939147949|0.18224120140075684|0|0|0	0.250415563583374
tdx.cat	https://tdx.cat	0	None	None	None	False	0.07209062576293945|0.20317316055297852|0|0|0	0.29737162590026855
brevardschools.org	https://brevardschools.org	0	None	None	None	False	0.06139087677001953|0.0002760887145996094|0|0|0	0.07252168655395508
nuts.com	http://nuts.com	0	None	None	None	False	0.05941295623779297|0.19256806373596191|0|0|0	0.26830101013183594
cbs.dk	https://cbs.dk	0	None	None	None	False	1.225085973739624|0.0004322528839111328|0|0|0	1.398695945739746
polymtl.ca	https://polymtl.ca	0	None	None	None	False	0.05870819091796875|0.18317627906799316|0|0|0	0.25201964378356934
airtrip.jp	https://wwwairtrip.jp	0	None	None	None	False	0.05867910385131836|0.19295549392700195|0|0|0	0.26958513259887695
tureng.com	https://wwwtureng.com	0	None	None	None	False	0.05777263641357422|0.18274450302124023|0|0|0	0.25069403648376465
google.bj	https://google.bj	0	None	None	None	False	0.05765986442565918|0.06857991218566895|0|0|0	0.13526606559753418
rcem.ac.uk	https://rcem.ac.uk	0	None	None	None	False	0.08352255821228027|0.2228856086730957|0|0|0	0.3337883949279785
thepihut.com	https://thepihut.com	0	None	None	None	False	0.059453487396240234|0.18596291542053223|0|0|0	0.2577054500579834
sooxie.com	https://wwwsooxie.com	0	None	None	None	False	0.05974745750427246|0.18489313125610352|0|0|0	0.2556581497192383
wankz.com	https://wankz.com	0	None	None	None	False	1.5577428340911865|0.00034332275390625|0|0|0	1.6621334552764893
thepapermillstore.com	https://thepapermillstore.com	0	None	None	None	False	1.5000801086425781|0.20299530029296875|0|0|0	1.7300007343292236
elektron.se	http://elektron.se	0	None	None	None	False	0.05729532241821289|0.1887526512145996|0|0|0	0.2608945369720459
all-batteries.fr	https://wwwall-batteries.fr	0	None	None	None	False	0.06195974349975586|0.20046210289001465|0|0|0	0.2821078300476074
filmweb.pl	https://wwwfilmweb.pl	0	None	None	None	False	0.066497802734375|0.20014357566833496|0|0|0	0.284804105758667
offshore-mag.com	https://offshore-mag.com	0	None	None	None	False	0.25615763664245605|0.0003848075866699219|0|0|0	0.42402029037475586
banggo.com	https://wwwbanggo.com	0	None	None	None	False	0.06177043914794922|0.18972063064575195|0|0|0	0.2646160125732422
daedelow-parkett.de	https://daedelow-parkett.de	0	None	None	None	False	0.144012451171875|0.27477025985717773|0|0|0	0.49828577041625977
peopo.org	https://peopo.org	0	None	None	None	False	0.0620880126953125|0.1870574951171875|0|0|0	0.261749267578125
articlewipe.com	https://articlewipe.com	0	None	None	None	False	1.5630931854248047|0.2353520393371582|0|0|0	1.847686529159546
ink-market.ru	https://ink-market.ru	0	None	None	None	False	0.06161093711853027|0.18404436111450195|0|0|0	0.25701093673706055
tascaparts.com	https://tascaparts.com	0	None	None	None	False	0.05819368362426758|0.23659229278564453|0|0|0	0.30930209159851074
openelectricitymarket.sg	https://openelectricitymarket.sg	0	None	None	None	False	0.06000661849975586|0.19446206092834473|0|0|0	0.26438212394714355
red-dot.org	https://red-dot.org	0	None	None	None	False	0.06007528305053711|0.19337201118469238|0|0|0	0.2688004970550537
nec.edu.in	https://www.nec.edu.in	0	None	None	None	False	0.10526299476623535|0.22751975059509277|0|0|0	0.3763387203216553
sudostroenie.info	https://www.sudostroenie.info	0	None	None	None	False	0.06069159507751465|0.0003037452697753906|0|0|0	0.07460546493530273
gooshishop.com	https://www.gooshishop.com	0	None	None	None	False	0.060384511947631836|0.20857858657836914|0|0|0	0.2850964069366455
searchpng.com	https://searchpng.com	0	None	None	None	False	0.14336085319519043|0.00030231475830078125|0|0|0	0.21849846839904785
perovs.com	https://www.perovs.com	0	None	None	None	False	0.05996561050415039|0.1795206069946289|0|0|0	0.24847173690795898
filmarena.cz	https://filmarena.cz	0	None	None	None	False	0.1143953800201416|0.2454371452331543|0|0|0	0.413738489151001
unifesp.br	https://wwwunifesp.br	0	None	None	None	False	0.05923891067504883|0.000270843505859375|0|0|0	0.0684359073638916
mthtrains.com	https://mthtrains.com	0	None	None	None	False	0.0585479736328125|0.18362808227539062|0|0|0	0.2511312961578369
zylom.com	https://zylom.com	0	None	None	None	False	0.06872940063476562|0.00027680397033691406|0|0|0	0.09286737442016602
lyellcollection.org	https://lyellcollection.org	0	None	None	None	False	0.07037901878356934|0.20328378677368164|0|0|0	0.29537105560302734
nobelbiocare.com	https://nobelbiocare.com	0	None	None	None	False	1.5059471130371094|0.18930506706237793|0|0|0	1.7111454010009766
mebank.com.au	https://www.mebank.com.au	0	None	None	None	False	0.05873227119445801|0.0002903938293457031|0|0|0	0.06837725639343262
cambridgeinternational.org	http://cambridgeinternational.org	0	None	None	None	False	0.08432221412658691|0.21607375144958496|0|0|0	0.3266716003417969
grossoshop.net	https://grossoshop.net	0	None	None	None	False	0.05868721008300781|0.19030308723449707|0|0|0	0.264418363571167
pride.network	https://pride.network	0	None	None	None	False	0.06171154975891113|0.00027942657470703125|0|0|0	0.08205628395080566
topvalue.com	https://www.topvalue.com	0	None	None	None	False	0.05948305130004883|0.20188665390014648|0|0|0	0.2750511169433594
